# Goethe-Institut / telc — Deutsch-Test für Zuwanderer (DTZ) alphabetical wordlist (A2–B1)
# Enriched: English glosses (all 2649) + ONE original A2–B1 German example sentence (de_sentence)
# with an English translation (en_sentence). Example sentences are ORIGINAL (the source's own
# examples were excluded for copyright). freq_rank: 1=most common (opensubtitles de_50k).
# Columns are tab-separated.
index	pos	article	word	plural	partizip_2	hilfsverb	english	de_sentence	en_sentence	freq_rank
2278	X		umsonst				for free; in vain	Der Eintritt ins Museum war heute umsonst.	The entry to the museum was free today.	928
2279	V		umsteigen		umgestiegen	sein	to change (trains/buses)	In Frankfurt muss ich in den ICE nach München umsteigen.	In Frankfurt I have to change to the ICE to Munich.	2436
2280	V		umtauschen		umgetauscht	haben	to exchange; to return (goods)	Ich habe das Hemd umgetauscht, weil es zu klein war.	I exchanged the shirt because it was too small.	2416
2281	N	die	Umwelt				environment	Wir müssen die Umwelt für kommende Generationen schützen.	We must protect the environment for future generations.	2021
2282	V		umziehen		umgezogen	sein	to move (home); to change (clothes)	Die Familie ist letzten Monat in eine größere Wohnung umgezogen.	The family moved to a larger apartment last month.	1342
2283	N	der	Umzug	Umzüge			move; relocation; parade	Der Umzug in die neue Stadt war stressig aber aufregend.	The move to the new city was stressful but exciting.	1987
2284	X		unbedingt				absolutely; definitely; by all means	Du musst dieses Restaurant unbedingt ausprobieren, es ist fantastisch.	You absolutely have to try this restaurant, it is fantastic.	558
2285	X		unfreundlich				unfriendly; rude	Der Verkäufer war heute besonders unfreundlich zu den Kunden.	The salesman was particularly unfriendly to the customers today.	2255
2286	X		und				and	Meine Schwester und ich gehen jedes Wochenende wandern.	My sister and I go hiking every weekend.	3
2287	N	der	Unfall	Unfälle			accident	Auf der Autobahn gab es heute Morgen einen schweren Unfall.	There was a serious accident on the motorway this morning.	566
2288	X		ungefähr				approximately; about; roughly	Das Museum ist ungefähr zwanzig Minuten zu Fuß entfernt.	The museum is approximately twenty minutes away on foot.	703
2289	X		ungewöhnlich				unusual; uncommon	Es ist ungewöhnlich warm für einen November in Deutschland.	It is unusually warm for November in Germany.	1329
2290	X		unglaublich				incredible; unbelievable	Der Ausblick vom Berg war einfach unglaublich schön.	The view from the mountain was simply incredibly beautiful.	467
2291	N	das	Unglück				misfortune; disaster	Das Unglück geschah in der Nacht ohne Vorwarnung.	The disaster occurred in the night without warning.	1242
2292	X		unheimlich				uncanny; eerie; incredibly	Das alte Haus wirkte bei Nacht wirklich unheimlich.	The old house seemed really eerie at night.	1252
2293	X		unten				below; downstairs; at the bottom	Die Küche befindet sich unten im Erdgeschoss.	The kitchen is located downstairs on the ground floor.	312
2294	X		unter				under; below; among	Das Kind versteckte sich unter dem Tisch beim Spielen.	The child hid under the table while playing.	154
2295	X		unter-				sub-; under- (prefix)	Das Unternehmen gründete eine Unterabteilung für neue Produkte.	The company founded a sub-department for new products.	155
2296	V		unterbrechen		unterbrochen	haben	to interrupt	Bitte unterbrechen Sie mich nicht, wenn ich spreche.	Please do not interrupt me when I am speaking.	1476
2297	V		sich unterhalten		sich unterhalten	haben	to chat; to converse	Nach dem Essen unterhielten wir uns lange über unsere Reisepläne.	After dinner we chatted for a long time about our travel plans.	759
2298	N	die	Unterhaltung	Unterhaltungen			conversation; entertainment	Das Programm bietet gute Unterhaltung für die ganze Familie.	The programme offers good entertainment for the whole family.	1120
2299	N	die	Unterkunft	Unterkünfte			accommodation; lodging	Wir haben eine günstige Unterkunft direkt am Strand gefunden.	We found affordable accommodation right on the beach.	1894
2300	N	die	Unterlagen				documents; papers; files	Bitte bringen Sie alle nötigen Unterlagen zum Termin mit.	Please bring all the necessary documents to the appointment.	1316
2301	V		unternehmen		unternommen	haben	to undertake; to do	Was möchtest du am Wochenende mit der Familie unternehmen?	What would you like to do with the family at the weekend?	753
2302	V		unterrichten		unterrichtet	haben	to teach; to instruct	Sie unterrichtet Mathematik und Biologie an einer Schule.	She teaches mathematics and biology at a school.	1620
2303	N	der	Unterricht				lesson; class; instruction	Der Unterricht beginnt jeden Morgen um acht Uhr.	The lesson begins every morning at eight o'clock.	1180
2304	V		unterscheiden		unterschieden	haben	to distinguish; to differentiate	Kann man diese beiden Stoffe leicht voneinander unterscheiden?	Can one easily distinguish between these two fabrics?	1681
2305	N	der	Unterschied	Unterschiede			difference	Es gibt einen großen Unterschied zwischen den zwei Angeboten.	There is a big difference between the two offers.	775
2306	X		unterschiedlich				different; varying; diverse	Die Meinungen der Teilnehmer waren sehr unterschiedlich.	The opinions of the participants were very different.	2088
2307	V		unterschreiben		unterschrieben	haben	to sign	Sie unterschrieb den Vertrag erst nach gründlicher Prüfung.	She signed the contract only after thorough review.	1023
2308	N	die	Unterschrift	Unterschriften			signature	Bitte setzen Sie Ihre Unterschrift unten auf das Formular.	Please put your signature at the bottom of the form.	1492
2309	V		unterstreichen		unterstrichen	haben	to underline; to emphasize	Der Lehrer unterstrich die wichtigsten Begriffe auf der Tafel.	The teacher underlined the most important terms on the board.	2539
2310	V		unterstützen		unterstützt	haben	to support; to help	Die Kollegen unterstützen ihn bei dem schwierigen Projekt.	The colleagues support him with the difficult project.	1107
2311	N	die	Unterstützung	Unterstützungen			support; assistance	Ohne die Unterstützung meiner Familie hätte ich es nicht geschafft.	Without my family's support I would not have managed it.	999
2312	V		untersuchen		untersucht	haben	to examine; to investigate	Der Arzt untersucht den Patienten und nimmt Blut ab.	The doctor examines the patient and takes a blood sample.	983
2313	N	die	Untersuchung	Untersuchungen			examination; investigation; check-up	Die Untersuchung beim Arzt hat nur zwanzig Minuten gedauert.	The examination at the doctor's took only twenty minutes.	1037
2314	X		unterwegs				on the way; en route; out and about	Sie ist den ganzen Tag unterwegs und kommt spät heim.	She is out and about all day and comes home late.	505
2315	N	der	Urlaub				vacation; holiday; leave	Diesen Sommer machen wir Urlaub an der Nordsee.	This summer we are going on holiday to the North Sea.	830
2316	N	die	Ursache	Ursachen			cause; reason	Die Ursache des Feuers war ein defektes Kabel.	The cause of the fire was a faulty cable.	1214
2317	X		ursprünglich				original; originally; initially	Ursprünglich wollten wir nach Paris fahren, aber dann änderten wir die Pläne.	Originally we wanted to go to Paris but then we changed the plans.	1908
2318	N	das	Urteil	Urteile			judgment; verdict; opinion	Das Gericht sprach das Urteil nach drei Verhandlungstagen.	The court delivered the verdict after three days of hearings.	1174
2319	N	der	Vater	Väter			father	Mein Vater kocht jeden Sonntag ein leckeres Mittagessen für uns.	My father cooks a delicious lunch for us every Sunday.	107
2320	X		vegetarisch				vegetarian	Sie isst seit Jahren vegetarisch und fühlt sich sehr gut.	She has been eating vegetarian for years and feels very well.	2531
2321	V		verabreden		verabredet	haben	to arrange to meet; to make a date	Wir haben uns für Freitag zum Essen verabredet.	We arranged to meet on Friday for dinner.	2178
2322	X		verabredet sein				to have plans; to have an appointment	Tut mir leid, ich bin heute Abend schon verabredet.	I am sorry, I already have plans this evening.	1384
2323	V		verabschieden		verabschiedet	haben	to say goodbye; to bid farewell	Am Bahnhof verabschiedete sie sich von ihrer besten Freundin.	At the train station she said goodbye to her best friend.	1199
2324	V		verändern		verändert	haben	to change; to alter	Der neue Job hat sein Leben grundlegend verändert.	The new job fundamentally changed his life.	1001
2325	N	die	Veranstaltung	Veranstaltungen			event; function; occasion	Die Veranstaltung beginnt um sieben Uhr abends im Stadttheater.	The event starts at seven o'clock in the evening at the city theatre.	1979
2326	X		verantwortlich				responsible	Wer ist für die Planung dieser Veranstaltung verantwortlich?	Who is responsible for planning this event?	695
2327	N	die	Verantwortung				responsibility	Als Teamleiter trägt er eine große Verantwortung.	As team leader he carries a great responsibility.	811
2328	V		verbessern		verbessert	haben	to improve; to correct	Sie möchte ihr Deutsch verbessern und nimmt Kurse.	She wants to improve her German and is taking courses.	1590
2329	V		verbieten		verboten	haben	to forbid; to prohibit	Die Schule verbietet das Benutzen von Handys im Unterricht.	The school forbids the use of mobile phones during lessons.	1945
2330	N	das	Verbot	Verbote			ban; prohibition	Das Verbot gilt für alle Fahrzeuge in der Fußgängerzone.	The ban applies to all vehicles in the pedestrian zone.	2254
2331	V		verbinden		verbunden	haben	to connect; to link; to bandage	Die Krankenschwester verband die Wunde sorgfältig mit einem Verband.	The nurse carefully bandaged the wound with a dressing.	1325
2332	N	der	Verband	Verbände			bandage; dressing; association	Der Arzt legte einen Verband um das verletzte Knie.	The doctor put a bandage around the injured knee.	1885
2333	N	die	Verbindung	Verbindungen			connection; link; contact	Die Verbindung nach Hamburg dauert mit dem Zug zwei Stunden.	The connection to Hamburg takes two hours by train.	576
2334	V		verbrauchen		verbraucht	haben	to use up; to consume	Dieses Auto verbraucht sehr wenig Benzin pro Kilometer.	This car uses very little petrol per kilometre.	2422
2335	N	der	Verbraucher	Verbraucher			consumer	Die Verbraucher achten immer mehr auf Bio-Produkte.	Consumers are paying more and more attention to organic products.	2521
2336	N	der	Verbrecher	Verbrecher			criminal	Die Polizei hat den Verbrecher nach drei Tagen gefasst.	The police caught the criminal after three days.	1196
2337	V		verbrennen		verbrannt	haben	to burn; to incinerate	Er hat sich beim Kochen die Hand verbrannt.	He burned his hand while cooking.	1270
2338	V		verbringen		verbracht	haben	to spend (time)	Wir verbrachten den ganzen Nachmittag am See.	We spent the whole afternoon at the lake.	791
2339	N	der	Verdacht				suspicion	Die Polizei hat einen Verdacht, wer die Tat begangen hat.	The police have a suspicion about who committed the act.	1201
2340	X		verdächtig				suspicious	Das Verhalten des Mannes kam dem Wachmann verdächtig vor.	The man's behavior seemed suspicious to the security guard.	1635
2341	V		verdienen		verdient	haben	to earn; to deserve	Sie verdient als Ingenieurin ein gutes Gehalt.	She earns a good salary as an engineer.	757
2342	N	der	Verein	Vereine			club; association; society	Er ist Mitglied in einem Verein für Fotografie.	He is a member of a photography club.	2132
2343	V		vereinbaren		vereinbart	haben	to agree on; to arrange; to schedule	Wir haben einen Termin beim Arzt für nächste Woche vereinbart.	We arranged an appointment with the doctor for next week.	2186
2344	N	das	Verfallsdatum				expiry date; best-before date	Das Verfallsdatum auf der Milch ist schon abgelaufen.	The expiry date on the milk has already passed.	2528
2345	N	die	Vergangenheit				past; the past	In der Vergangenheit war dieses Gebäude eine Fabrik.	In the past this building was a factory.	663
2346	V		vergessen		vergessen	haben	to forget	Ich habe meinen Schlüssel zu Hause vergessen.	I forgot my key at home.	202
2347	V		vergleichen		verglichen	haben	to compare	Sie vergleicht die Preise in verschiedenen Supermärkten.	She compares the prices in different supermarkets.	1692
2348	N	der	Vergleich	Vergleiche			comparison	Im Vergleich zur Vorwoche sind die Preise deutlich gestiegen.	Compared to the previous week prices have risen significantly.	1365
2349	V		vergrößern		vergrößert	haben	to enlarge; to expand; to increase	Das Unternehmen möchte seine Produktionshalle vergrößern.	The company wants to expand its production hall.	2037
2350	V		verhaften		verhaftet	haben	to arrest	Die Polizei verhaftete den Verdächtigen am frühen Morgen.	The police arrested the suspect in the early morning.	1026
2351	V		verhalten		verhalten	haben	to behave; to act	Kinder sollen sich in der Bibliothek ruhig verhalten.	Children should behave quietly in the library.	780
2352	N	das	Verhalten				behavior; conduct	Das Verhalten des Kindes in der Schule hat sich verbessert.	The child's behavior at school has improved.	781
2353	N	das	Verhältnis	Verhältnisse			relationship; ratio; proportion	Das Verhältnis zwischen den Kollegen ist sehr freundschaftlich.	The relationship between the colleagues is very friendly.	1544
2354	X		verheiratet				married	Sie ist seit zehn Jahren glücklich verheiratet.	She has been happily married for ten years.	513
2355	V		verhindern		verhindert	haben	to prevent; to stop	Die Ampel verhinderte einen schlimmen Unfall.	The traffic light prevented a serious accident.	914
2356	V		verkaufen		verkauft	haben	to sell	Er verkauft sein altes Fahrrad an einen Nachbarn.	He sells his old bicycle to a neighbor.	495
2357	N	der	Verkäufer	Verkäufer			salesperson; shop assistant	Der Verkäufer im Geschäft hat mir sehr geholfen.	The salesperson in the shop helped me a lot.	1875
2358	N	der	Verkehr				traffic	Der Verkehr in der Stadt ist morgens sehr stark.	The traffic in the city is very heavy in the morning.	1470
2359	N	das	Verkehrsmittel	Verkehrsmittel			means of transport	Das Fahrrad ist ein umweltfreundliches Verkehrsmittel.	The bicycle is an eco-friendly means of transport.	2549
2360	V		verlangen		verlangt	haben	to demand; to require	Der Chef verlangt pünktliches Erscheinen von allen Mitarbeitern.	The boss demands punctual attendance from all employees.	916
